Simulation,Category,Object,Parameter,Data File
REAL_TIME,Area,123,MW Load,REAL_TIME_load.csv
REAL_TIME,Generator,19,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,20,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,23,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,24,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,31,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,41,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,52,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,53,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,55,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,63,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,64,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,65,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,68,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,74,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,77,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,78,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,79,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,80,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,81,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,82,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,83,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,84,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,88,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,89,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,90,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,91,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,92,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,95,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,96,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,97,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,99,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,102,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,103,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,104,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,109,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,110,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,113,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,115,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,117,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,119,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,120,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,125,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,128,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,131,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,132,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,133,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,134,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,135,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,136,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,139,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,140,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,141,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,143,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,145,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,146,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,157,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,159,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,162,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,163,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,169,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,192,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,194,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,199,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,204,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,205,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,206,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,236,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,237,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,245,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,247,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,248,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,249,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,251,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,252,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,266,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,267,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,270,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,272,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,274,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,275,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,279,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,281,PMax MW,REAL_TIME_wind.csv
REAL_TIME,Generator,9,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,17,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,21,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,22,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,29,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,30,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,32,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,33,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,34,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,35,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,36,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,37,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,38,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,39,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,40,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,42,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,43,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,46,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,56,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,57,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,58,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,59,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,67,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,69,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,86,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,87,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,101,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,106,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,111,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,116,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,123,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,126,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,127,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,142,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,152,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,153,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,154,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,158,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,160,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,161,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,164,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,167,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,168,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,170,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,172,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,173,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,188,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,190,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,191,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,196,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,198,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,200,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,210,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,214,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,217,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,218,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,219,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,221,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,225,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,233,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,238,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,240,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,254,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,255,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,258,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,260,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,265,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,273,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,276,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,277,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,278,PMax MW,REAL_TIME_solar.csv
REAL_TIME,Generator,282,PMax MW,REAL_TIME_solar.csv
